7/8/2023 0:00,7/8/2023 1:00,1.79,752.03,
7/8/2023 1:00,7/8/2023 2:00,1.85,691.05,
7/8/2023 2:00,7/8/2023 3:00,1.76,674.78,
7/8/2023 3:00,7/8/2023 4:00,1.67,652.95,
7/8/2023 4:00,7/8/2023 5:00,1.73,666.30,
7/8/2023 5:00,7/8/2023 6:00,1.79,654.60,
7/8/2023 6:00,7/8/2023 7:00,1.82,637.05,
7/8/2023 7:00,7/8/2023 8:00,1.81,639.45,
7/8/2023 8:00,7/8/2023 9:00,1.84,628.28,
7/8/2023 9:00,7/8/2023 10:00,1.88,570.30,
7/8/2023 10:00,7/8/2023 11:00,2.00,456.75,
7/8/2023 11:00,7/8/2023 12:00,1.86,347.40,
7/8/2023 12:00,7/8/2023 13:00,1.78,264.15,
7/8/2023 13:00,7/8/2023 14:00,1.60,125.33,
7/8/2023 14:00,7/8/2023 15:00,1.57,125.48,
7/8/2023 15:00,7/8/2023 16:00,1.55,300.00,
7/8/2023 16:00,7/8/2023 17:00,1.57,456.75,
7/8/2023 17:00,7/8/2023 18:00,1.53,625.50,
7/8/2023 18:00,7/8/2023 19:00,1.52,804.75,
7/8/2023 19:00,7/8/2023 20:00,1.50,907.50,
7/8/2023 20:00,7/8/2023 21:00,1.50,965.70,
7/8/2023 21:00,7/8/2023 22:00,1.48,996.45,
7/8/2023 22:00,7/8/2023 23:00,1.51,972.90,
7/8/2023 23:00,7/9/2023 0:00,1.55,869.40,
7/9/2023 0:00,7/9/2023 1:00,1.54,820.80,
7/9/2023 1:00,7/9/2023 2:00,1.47,763.05,
7/9/2023 2:00,7/9/2023 3:00,1.41,763.65,
7/9/2023 3:00,7/9/2023 4:00,1.43,715.80,
7/9/2023 4:00,7/9/2023 5:00,1.43,718.43,
7/9/2023 5:00,7/9/2023 6:00,1.45,726.90,
7/9/2023 6:00,7/9/2023 7:00,1.47,710.10,
7/9/2023 7:00,7/9/2023 8:00,1.50,684.00,
7/9/2023 8:00,7/9/2023 9:00,1.62,646.80,
7/9/2023 9:00,7/9/2023 10:00,1.70,578.33,
7/9/2023 10:00,7/9/2023 11:00,1.74,450.90,
7/9/2023 11:00,7/9/2023 12:00,1.68,375.90,
7/9/2023 12:00,7/9/2023 13:00,1.58,342.68,
7/9/2023 13:00,7/9/2023 14:00,1.45,277.43,
7/9/2023 14:00,7/9/2023 15:00,1.43,336.38,
7/9/2023 15:00,7/9/2023 16:00,1.42,413.63,
7/9/2023 16:00,7/9/2023 17:00,1.47,547.35,
7/9/2023 17:00,7/9/2023 18:00,1.46,618.00,
7/9/2023 18:00,7/9/2023 19:00,1.50,783.08,
7/9/2023 19:00,7/9/2023 20:00,1.50,916.58,
7/9/2023 20:00,7/9/2023 21:00,1.44,990.00,
7/9/2023 21:00,7/9/2023 22:00,1.45,1005.75,
7/9/2023 22:00,7/9/2023 23:00,1.44,990.90,
7/9/2023 23:00,7/10/2023 0:00,1.47,897.00,
7/10/2023 0:00,7/10/2023 1:00,1.40,843.68,
7/10/2023 1:00,7/10/2023 2:00,1.32,765.00,
7/10/2023 2:00,7/10/2023 3:00,1.28,707.25,
7/10/2023 3:00,7/10/2023 4:00,1.33,689.55,
7/10/2023 4:00,7/10/2023 5:00,1.35,699.83,
7/10/2023 5:00,7/10/2023 6:00,1.35,788.55,
7/10/2023 6:00,7/10/2023 7:00,1.42,912.53,
7/10/2023 7:00,7/10/2023 8:00,1.49,995.85,
7/10/2023 8:00,7/10/2023 9:00,1.55,1007.03,
7/10/2023 9:00,7/10/2023 10:00,1.58,884.63,
7/10/2023 10:00,7/10/2023 11:00,1.68,789.60,
7/10/2023 11:00,7/10/2023 12:00,1.73,712.43,
7/10/2023 12:00,7/10/2023 13:00,1.68,669.23,
7/10/2023 13:00,7/10/2023 14:00,1.62,601.20,
7/10/2023 14:00,7/10/2023 15:00,1.51,483.53,
7/10/2023 15:00,7/10/2023 16:00,1.53,463.58,
7/10/2023 16:00,7/10/2023 17:00,1.46,472.05,
7/10/2023 17:00,7/10/2023 18:00,1.51,602.70,
7/10/2023 18:00,7/10/2023 19:00,1.55,914.78,
7/10/2023 19:00,7/10/2023 20:00,1.53,1241.18,
7/10/2023 20:00,7/10/2023 21:00,1.50,1319.18,
7/10/2023 21:00,7/10/2023 22:00,1.49,1350.53,
7/10/2023 22:00,7/10/2023 23:00,1.47,1221.90,
7/10/2023 23:00,7/11/2023 0:00,1.57,1002.75,
7/11/2023 0:00,7/11/2023 1:00,1.53,933.08,
7/11/2023 1:00,7/11/2023 2:00,1.54,868.05,
7/11/2023 2:00,7/11/2023 3:00,1.42,789.68,
7/11/2023 3:00,7/11/2023 4:00,1.46,755.10,
7/11/2023 4:00,7/11/2023 5:00,1.48,747.75,
7/11/2023 5:00,7/11/2023 6:00,1.56,845.55,
7/11/2023 6:00,7/11/2023 7:00,1.60,926.63,
7/11/2023 7:00,7/11/2023 8:00,1.68,940.43,
7/11/2023 8:00,7/11/2023 9:00,1.80,907.13,
7/11/2023 9:00,7/11/2023 10:00,1.78,788.25,
7/11/2023 10:00,7/11/2023 11:00,1.83,686.78,
7/11/2023 11:00,7/11/2023 12:00,1.92,489.38,
7/11/2023 12:00,7/11/2023 13:00,1.93,422.85,
7/11/2023 13:00,7/11/2023 14:00,1.91,347.93,
7/11/2023 14:00,7/11/2023 15:00,1.72,355.43,
7/11/2023 15:00,7/11/2023 16:00,1.64,434.10,
7/11/2023 16:00,7/11/2023 17:00,1.59,510.00,
7/11/2023 17:00,7/11/2023 18:00,1.53,698.40,
7/11/2023 18:00,7/11/2023 19:00,1.61,855.00,
7/11/2023 19:00,7/11/2023 20:00,1.69,1061.63,
7/11/2023 20:00,7/11/2023 21:00,1.65,1200.15,
7/11/2023 21:00,7/11/2023 22:00,1.62,1005.68,
7/11/2023 22:00,7/11/2023 23:00,1.56,892.50,
7/11/2023 23:00,7/12/2023 0:00,1.62,772.73,
7/12/2023 0:00,7/12/2023 1:00,1.70,738.53,
7/12/2023 1:00,7/12/2023 2:00,1.66,682.50,
7/12/2023 2:00,7/12/2023 3:00,1.62,675.00,
7/12/2023 3:00,7/12/2023 4:00,1.55,615.68,
7/12/2023 4:00,7/12/2023 5:00,1.58,580.50,
7/12/2023 5:00,7/12/2023 6:00,1.61,570.00,
7/12/2023 6:00,7/12/2023 7:00,1.66,661.65,
7/12/2023 7:00,7/12/2023 8:00,1.75,865.50,
7/12/2023 8:00,7/12/2023 9:00,1.78,900.00,
7/12/2023 9:00,7/12/2023 10:00,1.76,767.48,
7/12/2023 10:00,7/12/2023 11:00,1.76,622.50,
7/12/2023 11:00,7/12/2023 12:00,1.94,380.78,
7/12/2023 12:00,7/12/2023 13:00,1.86,119.03,
7/12/2023 13:00,7/12/2023 14:00,1.79,96.90,
7/12/2023 14:00,7/12/2023 15:00,1.62,144.98,
7/12/2023 15:00,7/12/2023 16:00,1.55,202.73,
7/12/2023 16:00,7/12/2023 17:00,1.55,221.18,
7/12/2023 17:00,7/12/2023 18:00,1.53,328.65,
7/12/2023 18:00,7/12/2023 19:00,1.56,375.45,
7/12/2023 19:00,7/12/2023 20:00,1.59,601.95,
7/12/2023 20:00,7/12/2023 21:00,1.61,1043.25,
7/12/2023 21:00,7/12/2023 22:00,1.61,939.00,
7/12/2023 22:00,7/12/2023 23:00,1.67,945.08,
7/12/2023 23:00,7/13/2023 0:00,1.66,854.33,
7/13/2023 0:00,7/13/2023 1:00,1.67,786.90,
7/13/2023 1:00,7/13/2023 2:00,1.65,642.45,
7/13/2023 2:00,7/13/2023 3:00,1.60,592.50,
7/13/2023 3:00,7/13/2023 4:00,1.55,563.18,
7/13/2023 4:00,7/13/2023 5:00,1.60,570.00,
7/13/2023 5:00,7/13/2023 6:00,1.68,663.83,
7/13/2023 6:00,7/13/2023 7:00,1.71,766.73,
7/13/2023 7:00,7/13/2023 8:00,1.78,828.53,
7/13/2023 8:00,7/13/2023 9:00,2.04,893.25,
7/13/2023 9:00,7/13/2023 10:00,2.02,652.20,
7/13/2023 10:00,7/13/2023 11:00,1.80,365.78,
7/13/2023 11:00,7/13/2023 12:00,1.73,356.93,
7/13/2023 12:00,7/13/2023 13:00,1.72,370.43,
7/13/2023 13:00,7/13/2023 14:00,1.62,348.75,
7/13/2023 14:00,7/13/2023 15:00,1.62,348.75,
7/13/2023 15:00,7/13/2023 16:00,1.67,350.63,
7/13/2023 16:00,7/13/2023 17:00,1.61,338.03,
7/13/2023 17:00,7/13/2023 18:00,1.65,351.98,
7/13/2023 18:00,7/13/2023 19:00,1.65,417.68,
7/13/2023 19:00,7/13/2023 20:00,1.67,867.23,
7/13/2023 20:00,7/13/2023 21:00,1.68,981.45,
7/13/2023 21:00,7/13/2023 22:00,1.62,1034.18,
7/13/2023 22:00,7/13/2023 23:00,1.61,972.53,
7/13/2023 23:00,7/14/2023 0:00,1.70,882.90,
7/14/2023 0:00,7/14/2023 1:00,1.71,757.50,
7/14/2023 1:00,7/14/2023 2:00,1.75,722.70,
7/14/2023 2:00,7/14/2023 3:00,1.66,634.13,
7/14/2023 3:00,7/14/2023 4:00,1.64,626.85,
7/14/2023 4:00,7/14/2023 5:00,1.70,700.13,
7/14/2023 5:00,7/14/2023 6:00,1.78,745.13,
7/14/2023 6:00,7/14/2023 7:00,1.80,855.00,
7/14/2023 7:00,7/14/2023 8:00,1.78,855.00,
7/14/2023 8:00,7/14/2023 9:00,1.82,778.20,
7/14/2023 9:00,7/14/2023 10:00,1.90,638.03,
7/14/2023 10:00,7/14/2023 11:00,1.86,597.83,
7/14/2023 11:00,7/14/2023 12:00,1.88,572.93,
7/14/2023 12:00,7/14/2023 13:00,1.83,553.50,
7/14/2023 13:00,7/14/2023 14:00,1.76,523.88,
7/14/2023 14:00,7/14/2023 15:00,1.63,563.48,
7/14/2023 15:00,7/14/2023 16:00,1.57,582.75,
7/14/2023 16:00,7/14/2023 17:00,1.55,581.63,
7/14/2023 17:00,7/14/2023 18:00,1.54,730.95,
7/14/2023 18:00,7/14/2023 19:00,1.56,864.38,
7/14/2023 19:00,7/14/2023 20:00,1.56,1051.43,
7/14/2023 20:00,7/14/2023 21:00,1.59,1049.40,
7/14/2023 21:00,7/14/2023 22:00,1.57,929.40,
7/14/2023 22:00,7/14/2023 23:00,1.55,714.38,
7/14/2023 23:00,7/15/2023 0:00,1.62,607.05,
